Unique Class Stereotype,Class Count
minimal-entity boundary,1
data-provider,5
pure-controller degenerate small-class,1
commander degenerate,1
pure-controller small-class,1
data-provider boundary degenerate,1
controller degenerate,1
commander boundary,3
boundary degenerate,2
controller,1
entity data-provider boundary,4
data-provider small-class,2
entity minimal-entity boundary,2
boundary,24
data-provider boundary small-class,8
entity boundary,15
empty,193
unclassified,9
data-class small-class,4
degenerate,3
boundary degenerate small-class,10
commander boundary data-class small-class,1
boundary data-class small-class,1
small-class,3
entity boundary small-class,1
boundary small-class,2
data-provider boundary,16
data-provider boundary data-class small-class,14
Total,329